,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
3033,NVIDIA Tesla M2070-Q,GPU,2011-07-25,40.0,225.0,529.0,3100.0,574.0,TSMC,NVIDIA,,1028.0,513.9
3034,NVIDIA Tesla X2090,GPU,2011-07-25,40.0,225.0,520.0,3000.0,651.0,TSMC,NVIDIA,,1332.0,666.1
3035,NVIDIA GeForce GT 720A,GPU,2014-07-01,28.0,33.0,116.0,585.0,775.0,TSMC,NVIDIA,,297.6,24.8
3036,ATI Mobility Radeon X700,GPU,2005-03-01,110.0,,156.0,120.0,350.0,TSMC,ATI,,,
3037,NVIDIA GeForce GTX 285,GPU,2008-12-23,55.0,204.0,470.0,1400.0,648.0,TSMC,NVIDIA,,708.5,88.56
3038,AMD Playstation 4 GPU,GPU,2013-11-24,28.0,75.0,348.0,,800.0,TSMC,AMD,1843.0,1843.0,
3039,ATI Radeon 9100,GPU,2003-04-01,150.0,28.0,120.0,60.0,250.0,TSMC,ATI,,,
3040,ATI Radeon Xpress 1200 Mobile IGP,GPU,2007-02-28,80.0,,73.0,120.0,400.0,Unknown,ATI,,,
3041,NVIDIA GeForce GTS 360M,GPU,2010-01-07,40.0,38.0,144.0,727.0,550.0,TSMC,NVIDIA,,275.7,
3042,AMD Radeon Pro WX 9100,GPU,2017-07-10,14.0,230.0,495.0,12500.0,1200.0,GF,AMD,24580.0,12290.0,768.0
3043,NVIDIA GeForce GT 520M,GPU,2011-01-05,40.0,12.0,79.0,292.0,740.0,TSMC,NVIDIA,,142.1,11.84
3044,AMD Radeon R7 350 OEM,GPU,2015-05-05,28.0,65.0,77.0,950.0,1000.0,TSMC,AMD,,806.4,50.4
3045,NVIDIA GeForce FX Go5700,GPU,2005-02-01,130.0,,133.0,82.0,450.0,TSMC,NVIDIA,,,
3046,AMD Radeon HD 7690M,GPU,2011-12-25,40.0,20.0,104.0,716.0,725.0,TSMC,AMD,,696.0,
3047,ATI Radeon 9250,GPU,2004-03-01,150.0,,98.0,36.0,240.0,UMC,ATI,,,
3048,Intel GMA 3000,GPU,2006-06-01,90.0,13.0,,,667.0,Intel,Intel,,,
3049,NVIDIA GeForce RTX 3050 Ti Mobile,GPU,2021-01-01,8.0,,,,1222.0,Samsung,NVIDIA,7603.0,7603.0,118.8
3050,NVIDIA Quadro FX 3700,GPU,2008-01-08,65.0,78.0,324.0,754.0,500.0,TSMC,NVIDIA,,280.0,
3051,NVIDIA GeForce GT 640,GPU,2012-06-05,28.0,65.0,118.0,1270.0,902.0,TSMC,NVIDIA,,692.7,28.86
3052,NVIDIA GeForce 6200 AGP,GPU,2003-12-14,150.0,,65.0,29.0,230.0,TSMC,NVIDIA,,,
3053,NVIDIA GeForce GTX 260 Core 216 Rev. 2,GPU,2008-11-27,55.0,171.0,470.0,1400.0,576.0,TSMC,NVIDIA,,536.5,67.07
3054,ATI Radeon HD 5950,GPU,NaT,40.0,302.0,334.0,2154.0,725.0,TSMC,ATI,,2088.0,
3055,ATI Mobility Radeon HD 540v,GPU,2010-05-05,55.0,15.0,73.0,242.0,550.0,TSMC,ATI,,88.0,
3056,Matrox Parhelia Precision SDT,GPU,2001-01-01,150.0,,174.0,80.0,200.0,UMC,Other,,,
3057,NVIDIA Quadro NVS 280 AGP,GPU,2004-05-25,150.0,13.0,124.0,45.0,275.0,TSMC,NVIDIA,,,
3058,ATI Radeon HD 4730,GPU,2009-06-08,55.0,110.0,256.0,956.0,750.0,TSMC,ATI,,960.0,192.0
3059,AMD FirePro W4170M,GPU,2014-04-28,28.0,,77.0,950.0,825.0,TSMC,AMD,,691.2,43.2
3060,NVIDIA Quadro FX 880M,GPU,2010-01-07,40.0,35.0,100.0,486.0,550.0,TSMC,NVIDIA,,116.2,
3061,AMD FirePro M5100,GPU,2013-10-16,28.0,,123.0,1500.0,725.0,TSMC,AMD,,992.0,62.0
3062,AMD Radeon HD 7500G IGP,GPU,2012-05-15,32.0,17.0,246.0,1303.0,327.0,TSMC,AMD,,217.1,
3063,ATI Radeon HD 4250,GPU,2009-02-25,55.0,25.0,67.0,181.0,594.0,TSMC,ATI,,47.52,
3064,NVIDIA P102-100,GPU,2018-02-12,16.0,250.0,471.0,11800.0,1582.0,TSMC,NVIDIA,168.3,10770.0,336.6
3065,AMD Radeon HD 6750M,GPU,2011-01-04,40.0,35.0,104.0,716.0,600.0,TSMC,AMD,,576.0,
3066,NVIDIA GeForce 6800 GS,GPU,2005-11-07,130.0,,225.0,222.0,425.0,TSMC,NVIDIA,,,
3067,ATI All-In-Wonder 9000 PRO,GPU,2003-03-31,150.0,,97.0,36.0,275.0,TSMC,ATI,,,
3068,NVIDIA Quadro CX,GPU,2008-11-11,55.0,150.0,470.0,1400.0,602.0,TSMC,NVIDIA,,462.3,57.79
3069,NVIDIA Tesla M6,GPU,2015-08-30,28.0,100.0,398.0,5200.0,930.0,TSMC,NVIDIA,,3625.0,113.3
3070,ATI Mobility Radeon HD 3430,GPU,2008-07-25,55.0,12.0,67.0,181.0,450.0,TSMC,ATI,,36.0,
3071,NVIDIA Quadro K610M,GPU,2013-07-23,28.0,30.0,87.0,1020.0,980.0,TSMC,NVIDIA,,376.3,15.68
3072,AMD Radeon Pro WX Vega M GL,GPU,2018-04-24,14.0,65.0,208.0,5000.0,931.0,GF,AMD,2588.0,2588.0,161.8
3073,AMD Radeon Pro 580X,GPU,2019-03-18,14.0,185.0,232.0,5700.0,1100.0,GF,AMD,5530.0,5530.0,345.6
3074,Sony Playstation 2 GPU 250nm,GPU,2000-03-04,250.0,79.0,279.0,54.0,147.0,Sony,Other,,,
3075,NVIDIA GeForce Go 7200,GPU,2006-09-01,90.0,,81.0,112.0,450.0,TSMC,NVIDIA,,,
3076,NVIDIA A16 PCIe,GPU,2021-04-12,8.0,250.0,,,885.0,Samsung,NVIDIA,8678.0,8678.0,271.2
3077,AMD Radeon R9 M280X,GPU,2015-02-05,28.0,,160.0,2080.0,900.0,TSMC,AMD,,1792.0,112.0
3078,ATI Radeon HD 3200 Mobile IGP,GPU,2009-11-01,65.0,,85.0,180.0,380.0,Unknown,ATI,,30.4,
3079,NVIDIA GeForce GT 120M,GPU,2009-06-15,55.0,14.0,121.0,314.0,500.0,TSMC,NVIDIA,,80.0,
3080,ATI Mobility Radeon HD 4860,GPU,2009-03-03,40.0,,137.0,826.0,650.0,TSMC,ATI,,832.0,166.4
3081,AMD FirePro S9000,GPU,2012-08-24,28.0,225.0,352.0,4313.0,900.0,TSMC,AMD,,3226.0,806.4
3082,AMD Radeon R2 Mobile Graphics,GPU,2015-01-28,28.0,100.0,107.0,930.0,300.0,GF,AMD,,76.8,4.8
3083,ATI Xbox 360 S GPU,GPU,2010-06-19,45.0,133.0,168.0,372.0,500.0,TSMC,ATI,,240.0,
3084,AMD Radeon HD 8240 Mobile IGP,GPU,2013-11-01,28.0,15.0,110.0,1178.0,400.0,TSMC,AMD,,102.4,6.4
3085,AMD Radeon RX 5300,GPU,2020-05-28,7.0,100.0,158.0,6400.0,1327.0,TSMC,AMD,9265.0,4632.0,289.5
3086,AMD Radeon HD 6450 OEM,GPU,2011-02-07,40.0,18.0,67.0,370.0,625.0,TSMC,AMD,,200.0,
3087,NVIDIA Quadro P5000 Mobile,GPU,2017-01-11,16.0,100.0,314.0,7200.0,1278.0,TSMC,NVIDIA,101.2,6480.0,202.5
3088,NVIDIA Quadro FX 5800,GPU,2008-11-11,55.0,189.0,470.0,1400.0,610.0,TSMC,NVIDIA,,622.1,77.76
3089,AMD Radeon HD 7650M Rebrand,GPU,2012-03-28,40.0,20.0,104.0,716.0,485.0,TSMC,AMD,,465.6,
3090,NVIDIA Quadro P1000 Mobile,GPU,2017-02-07,14.0,40.0,132.0,3300.0,1303.0,Samsung,NVIDIA,24.3,1555.0,48.61
3091,ATI Radeon 9000 PRO,GPU,2002-07-18,150.0,28.0,97.0,36.0,275.0,TSMC,ATI,,,
3092,ATI Radeon HD 4770,GPU,2009-04-28,40.0,80.0,137.0,826.0,750.0,TSMC,ATI,,960.0,192.0
3093,NVIDIA GeForce 7100 + nForce 630i,GPU,2007-10-04,90.0,,81.0,112.0,600.0,Unknown,NVIDIA,,,
3094,NVIDIA GeForce 9300 GS Rev. 2,GPU,2011-03-12,40.0,,57.0,260.0,589.0,TSMC,NVIDIA,,44.86,
3095,NVIDIA GeForce GTX 960 OEM,GPU,2015-11-26,28.0,,398.0,5200.0,924.0,TSMC,NVIDIA,,2365.0,73.92
3096,NVIDIA GeForce2 Ultra,GPU,2000-08-14,150.0,,88.0,25.0,250.0,TSMC,NVIDIA,,,
3097,NVIDIA GeForce GT 555M,GPU,2012-03-26,40.0,35.0,238.0,1170.0,675.0,TSMC,NVIDIA,,388.8,32.4
3098,NVIDIA GeForce GTX 560 Ti,GPU,2011-01-25,40.0,170.0,332.0,1950.0,823.0,TSMC,NVIDIA,,1263.0,105.3
3099,NVIDIA GeForce 205 OEM,GPU,2009-11-26,40.0,31.0,57.0,260.0,589.0,TSMC,NVIDIA,,44.86,
3100,NVIDIA GeForce RTX 2070 Mobile,GPU,2019-01-29,12.0,115.0,445.0,10800.0,1215.0,TSMC,NVIDIA,13270.0,6636.0,207.4
3101,NVIDIA GeForce2 Go,GPU,2000-11-11,180.0,2.0,64.0,20.0,143.0,TSMC,NVIDIA,,,
3102,ATI Mobility Radeon X1800 XT,GPU,2006-03-01,90.0,,288.0,321.0,550.0,TSMC,ATI,,,
3103,NVIDIA GeForce GTX 780 6 GB,GPU,2013-09-10,28.0,250.0,561.0,7080.0,863.0,TSMC,NVIDIA,,4156.0,173.2
3104,ATI Mobility Radeon HD 550v,GPU,2010-05-05,55.0,10.0,146.0,514.0,450.0,TSMC,ATI,,288.0,
3105,NVIDIA GeForce MX450 30.5W 10Gbps,GPU,2020-08-25,12.0,31.0,200.0,4700.0,1395.0,TSMC,NVIDIA,5645.0,2822.0,88.2
3106,AMD Radeon R9 M375,GPU,2015-05-05,28.0,,123.0,1500.0,1000.0,TSMC,AMD,,1299.0,81.2
3107,ATI Radeon HD 2350 PRO,GPU,2007-01-01,65.0,20.0,85.0,180.0,525.0,TSMC,ATI,,42.0,
3108,NVIDIA Quadro K5000M,GPU,2012-08-07,28.0,100.0,294.0,3540.0,601.0,TSMC,NVIDIA,,1615.0,67.31
3109,AMD Radeon R9 280,GPU,2014-03-04,28.0,200.0,352.0,4313.0,827.0,TSMC,AMD,,3344.0,836.0
3110,AMD Radeon R7 Graphics,GPU,2014-01-11,28.0,65.0,245.0,2410.0,720.0,GF,AMD,,737.3,46.08
3111,AMD Radeon HD 8770M,GPU,2013-04-01,28.0,,77.0,950.0,775.0,TSMC,AMD,,633.6,39.6
3112,AMD Playstation 4 Pro GPU,GPU,2016-11-10,16.0,150.0,322.0,5700.0,911.0,TSMC,AMD,8396.0,4198.0,
3113,AMD Radeon R7 M465X,GPU,2016-05-15,28.0,,123.0,1500.0,900.0,TSMC,AMD,,947.2,59.2
3114,ATI Radeon X850 CrossFire Edition,GPU,2006-09-10,130.0,,297.0,160.0,520.0,TSMC,ATI,,,
3115,ATI Radeon Xpress 1100 Mobile IGP,GPU,2005-01-01,110.0,,73.0,,300.0,Unknown,ATI,,,
3116,ATI Radeon HD 2600 XT Mac Edition,GPU,2008-02-21,65.0,45.0,153.0,390.0,700.0,TSMC,ATI,,168.0,
3117,AMD FireStream 9250,GPU,2008-06-16,55.0,150.0,256.0,956.0,625.0,TSMC,AMD,,1000.0,200.0
3118,ATI Mobility Radeon HD 5850 Mac Edition,GPU,2010-01-07,40.0,30.0,166.0,1040.0,628.0,TSMC,ATI,,1005.0,
3119,NVIDIA GeForce FX 5900,GPU,2003-05-12,130.0,,207.0,135.0,400.0,TSMC,NVIDIA,,,
3120,NVIDIA Quadro 5000M,GPU,2010-07-27,40.0,100.0,529.0,3100.0,405.0,TSMC,NVIDIA,,518.4,
3121,AMD FirePro W6170M,GPU,2014-08-25,28.0,,160.0,2080.0,1075.0,TSMC,AMD,,1651.0,103.2
3122,NVIDIA GeForce 6100 + nForce 400,GPU,2004-10-11,90.0,,,,425.0,Unknown,NVIDIA,,,
3123,AMD Radeon HD 6870M,GPU,2011-01-04,40.0,50.0,166.0,1040.0,675.0,TSMC,AMD,,1080.0,
3124,ATI Radeon X800 GT AGP,GPU,2005-11-01,130.0,40.0,297.0,160.0,475.0,TSMC,ATI,,,
3125,NVIDIA GeForce 7800 GS AGP,GPU,2006-02-02,110.0,75.0,333.0,302.0,375.0,TSMC,NVIDIA,,,
3126,NVIDIA GeForce GT 555M,GPU,2011-06-15,40.0,35.0,116.0,585.0,753.0,TSMC,NVIDIA,,289.2,24.1
3127,NVIDIA GeForce GT 645 OEM,GPU,2012-04-24,40.0,102.0,332.0,1950.0,776.0,TSMC,NVIDIA,,894.0,74.5
3128,NVIDIA NVS 2100M,GPU,2010-01-07,40.0,11.0,57.0,260.0,535.0,TSMC,NVIDIA,,39.36,
3129,AMD Radeon R7 M265DX,GPU,2014-10-12,28.0,,125.0,1550.0,925.0,TSMC,AMD,721.9,721.9,45.12
3130,AMD Radeon HD 6550M,GPU,2010-11-26,40.0,26.0,334.0,2154.0,600.0,TSMC,AMD,,480.0,
3131,NVIDIA GeForce GT 520 PCIe x1,GPU,2011-04-13,40.0,29.0,79.0,292.0,810.0,TSMC,NVIDIA,,155.5,12.96
3132,NVIDIA Quadro NVS 280 PCIe,GPU,2004-05-25,150.0,13.0,91.0,45.0,275.0,TSMC,NVIDIA,,,
3133,NVIDIA GRID K500,GPU,2014-07-02,28.0,225.0,294.0,3540.0,745.0,TSMC,NVIDIA,,2289.0,95.36
3134,NVIDIA A100 SXM4 40 GB,GPU,2020-05-14,7.0,400.0,826.0,54200.0,1095.0,TSMC,NVIDIA,77970.0,19490.0,9746.0
3135,NVIDIA Quadro M600M,GPU,2015-08-18,28.0,30.0,148.0,1870.0,837.0,TSMC,NVIDIA,,672.8,21.02
3136,AMD Radeon R6 M340DX,GPU,2015-12-12,28.0,,56.0,690.0,955.0,TSMC,AMD,,791.0,49.44
3137,AMD Radeon Vega 3,GPU,2019-11-20,14.0,15.0,210.0,4940.0,300.0,GF,AMD,844.8,422.4,26.4
3138,AMD Radeon HD 6230,GPU,2011-07-02,40.0,19.0,59.0,292.0,650.0,TSMC,AMD,,104.0,
3139,NVIDIA GeForce RTX 2080 SUPER Max-Q,GPU,2020-04-02,12.0,80.0,545.0,13600.0,735.0,TSMC,NVIDIA,11980.0,5990.0,187.2
3140,AMD Radeon RX 580G,GPU,2018-10-15,14.0,185.0,232.0,5700.0,1257.0,GF,AMD,6129.0,6129.0,383.0
3141,AMD FireStream 9270,GPU,2008-11-13,55.0,160.0,256.0,956.0,750.0,TSMC,AMD,,1200.0,240.0
3142,NVIDIA GeForce GTX 760 OEM,GPU,2016-11-06,28.0,170.0,294.0,3540.0,993.0,TSMC,NVIDIA,,2812.0,117.2
3143,AMD Radeon HD 6380G IGP,GPU,2011-06-14,32.0,35.0,227.0,1178.0,400.0,TSMC,AMD,,128.0,
3144,AMD Radeon R9 FURY X2,GPU,NaT,28.0,,596.0,8900.0,1050.0,TSMC,AMD,,8602.0,
3145,ATI Radeon X800 VE AGP,GPU,2004-09-01,130.0,,281.0,160.0,425.0,TSMC,ATI,,,
3146,NVIDIA GeForce2 MX 200 LP,GPU,2001-03-03,180.0,,64.0,20.0,175.0,TSMC,NVIDIA,,,
3147,ATI Radeon X600 PRO,GPU,2004-09-01,130.0,36.0,92.0,75.0,400.0,TSMC,ATI,,,
3148,NVIDIA GeForce 8200M G mGPU AMD,GPU,2008-06-03,80.0,12.0,127.0,210.0,400.0,Unknown,AMD,,25.6,
3149,NVIDIA GeForce 7300 GT AGP,GPU,2006-05-15,90.0,24.0,125.0,177.0,350.0,TSMC,NVIDIA,,,
3150,NVIDIA Quadro FX 500,GPU,2003-05-21,150.0,,124.0,45.0,270.0,TSMC,NVIDIA,,,
3151,NVIDIA GeForce GTX 560 Ti OEM,GPU,2011-03-08,40.0,170.0,332.0,1950.0,823.0,TSMC,NVIDIA,,1263.0,105.3
3152,ATI All-In-Wonder Radeon 8500,GPU,2001-11-14,150.0,,120.0,60.0,275.0,TSMC,ATI,,,
3153,NVIDIA GeForce 315 OEM,GPU,2011-04-28,40.0,33.0,144.0,727.0,506.0,TSMC,NVIDIA,,97.15,
3154,Intel Iris Pro Graphics P6300,GPU,2014-09-05,14.0,15.0,,,300.0,Intel,Intel,,614.4,153.6
3155,ATI Radeon IGP 330M,GPU,2002-05-01,180.0,,73.0,30.0,183.0,Unknown,ATI,,,
3156,NVIDIA GRID A100B,GPU,2020-05-14,7.0,400.0,826.0,54200.0,900.0,TSMC,NVIDIA,55570.0,13890.0,6947.0
3157,ATI Radeon X800 GT AGP,GPU,2007-11-08,130.0,40.0,281.0,160.0,473.0,TSMC,ATI,,,
3158,AMD Radeon HD 6750M Mac Edition,GPU,2011-04-18,40.0,35.0,104.0,716.0,598.0,TSMC,AMD,,574.1,
3159,NVIDIA GeForce PCX 5950,GPU,2004-02-17,130.0,57.0,207.0,135.0,475.0,TSMC,NVIDIA,,,
3160,AMD Radeon HD 8570 OEM Rebrand,GPU,2013-07-23,40.0,60.0,118.0,716.0,650.0,TSMC,AMD,,624.0,
3161,NVIDIA Tesla V100 PCIe 32 GB,GPU,2018-03-27,12.0,250.0,815.0,21100.0,1230.0,TSMC,NVIDIA,28260.0,14130.0,7066.0
3162,NVIDIA GeForce GTX 660M,GPU,2012-03-22,28.0,50.0,118.0,1270.0,835.0,TSMC,NVIDIA,,729.6,30.4
3163,NVIDIA GeForce GTX 780,GPU,2013-05-23,28.0,250.0,561.0,7080.0,863.0,TSMC,NVIDIA,,4156.0,173.2
3164,ATI Fire GL2,GPU,2000-06-01,,,156.0,,120.0,IBM,ATI,,,
3165,AMD Radeon R9 370,GPU,2015-05-05,28.0,110.0,212.0,2800.0,925.0,TSMC,AMD,,2496.0,156.0
3166,NVIDIA GeForce GTX 765M,GPU,2013-05-30,28.0,75.0,221.0,2540.0,797.0,TSMC,NVIDIA,,1326.0,55.23
3167,ATI Radeon X1300 PCI,GPU,2005-10-05,90.0,,100.0,107.0,450.0,TSMC,ATI,,,
3168,ATI All-In-Wonder X800 XT,GPU,2004-09-21,130.0,,281.0,160.0,500.0,TSMC,ATI,,,
3169,AMD Radeon HD 8510 OEM,GPU,2013-04-24,40.0,39.0,104.0,627.0,650.0,TSMC,AMD,,520.0,
3170,NVIDIA GeForce 8600M GT Mac Edition,GPU,2007-10-05,80.0,20.0,169.0,289.0,470.0,TSMC,NVIDIA,,60.16,
3171,ATI Radeon X1300 LE,GPU,2005-10-05,90.0,,100.0,107.0,450.0,TSMC,ATI,,,
3172,AMD Radeon HD 6650A,GPU,2011-04-19,40.0,45.0,118.0,716.0,600.0,TSMC,AMD,,576.0,
3173,NVIDIA GeForce 940MX,GPU,2016-01-01,28.0,23.0,,,954.0,TSMC,NVIDIA,,762.6,23.83
3174,NVIDIA GeForce 7650 GS,GPU,2006-03-22,90.0,,125.0,177.0,450.0,TSMC,NVIDIA,,,
3175,Intel GMA 3150,GPU,2007-05-09,45.0,13.0,66.0,123.0,400.0,Intel,Intel,,12.8,
3176,ATI FireGL V7200,GPU,2005-10-01,90.0,,288.0,321.0,600.0,TSMC,ATI,,,
3177,NVIDIA GeForce GTX 645 OEM,GPU,2013-04-22,28.0,65.0,221.0,2540.0,824.0,TSMC,NVIDIA,,949.2,39.55
3178,AMD Radeon RX 6700,GPU,2021-01-01,7.0,180.0,335.0,17200.0,1489.0,TSMC,AMD,20740.0,10370.0,648.0
3179,NVIDIA GeForce 7900 GTX,GPU,2006-03-09,90.0,84.0,196.0,278.0,650.0,TSMC,NVIDIA,,,
3180,NVIDIA GeForce GTX 660,GPU,2012-09-06,28.0,140.0,221.0,2540.0,980.0,TSMC,NVIDIA,,1981.0,82.56
3181,NVIDIA Quadro T2000 Mobile,GPU,2019-05-27,12.0,60.0,200.0,4700.0,1575.0,TSMC,NVIDIA,7311.0,3656.0,114.2
3182,NVIDIA GeForce 7800 GS+ 20Pipes AGP,GPU,2006-09-28,90.0,75.0,196.0,278.0,425.0,TSMC,NVIDIA,,,
3183,ATI Radeon X850 XT AGP,GPU,2005-02-28,130.0,69.0,297.0,160.0,520.0,TSMC,ATI,,,
3184,Intel HD Graphics,GPU,2013-09-02,22.0,4.0,,,311.0,Intel,Intel,,41.34,10.34
3185,AMD Radeon RX 570X,GPU,2018-04-11,14.0,150.0,232.0,5700.0,1168.0,GF,AMD,5095.0,5095.0,318.5
3186,NVIDIA GeForce 6800 GT,GPU,2004-04-14,110.0,,287.0,222.0,350.0,TSMC,NVIDIA,,,
3187,NVIDIA GeForce GT 425M,GPU,2010-09-03,40.0,23.0,116.0,585.0,560.0,TSMC,NVIDIA,,215.0,17.92
3188,Sony Playstation Vita GPU,GPU,2011-12-11,32.0,4.0,6.0,,200.0,Samsung,Other,,,
3189,AMD Radeon R7 M465,GPU,2016-05-15,28.0,,56.0,690.0,825.0,TSMC,AMD,,737.3,46.08
3190,ATI Radeon 7200,GPU,2000-06-01,180.0,23.0,111.0,30.0,143.0,TSMC,ATI,,,
3191,ATI Mobility Radeon 9000,GPU,2002-09-01,150.0,,81.0,36.0,240.0,UMC,ATI,,,
3192,NVIDIA GeForce GTX 480,GPU,2010-03-26,40.0,250.0,529.0,3100.0,701.0,TSMC,NVIDIA,,1345.0,168.1
3193,AMD Radeon HD 7450 OEM,GPU,2012-01-05,40.0,18.0,67.0,370.0,625.0,TSMC,AMD,,200.0,
3194,Intel GMA 3650,GPU,2008-10-01,65.0,13.0,,,640.0,Intel,Intel,,40.96,
3195,ATI Mobility Radeon X600 SE,GPU,2004-06-01,130.0,,92.0,75.0,400.0,TSMC,ATI,,,
3196,ATI Mobility Radeon 9000,GPU,2002-09-01,150.0,,81.0,36.0,240.0,UMC,ATI,,,
3197,NVIDIA Quadro K2000M,GPU,2012-06-01,28.0,55.0,118.0,1270.0,745.0,TSMC,NVIDIA,,572.2,23.84
3198,AMD Radeon Instinct MI6,GPU,2016-12-12,14.0,150.0,232.0,5700.0,1120.0,GF,AMD,5682.0,5682.0,355.1
3199,AMD Radeon HD 8310G IGP,GPU,NaT,32.0,20.0,246.0,1303.0,424.0,TSMC,AMD,,141.8,
3200,Intel Iris Pro Graphics 6200,GPU,2014-09-05,14.0,15.0,,,300.0,Intel,Intel,,844.8,211.2
3201,AMD Radeon R5 M315,GPU,2015-05-05,28.0,,125.0,1550.0,970.0,TSMC,AMD,745.0,745.0,46.56
3202,ATI FireMV 2400 PCI,GPU,2008-01-01,130.0,20.0,92.0,75.0,500.0,TSMC,ATI,,,
3203,NVIDIA GeForce GT 440 OEM,GPU,2010-10-11,40.0,65.0,238.0,1170.0,810.0,TSMC,NVIDIA,,466.6,38.88
3204,Intel GMA 3000,GPU,2006-06-01,90.0,13.0,,,400.0,Intel,Intel,,,
3205,ATI Mobility FireGL V3200,GPU,2004-06-01,130.0,,92.0,75.0,400.0,TSMC,ATI,,,
3206,NVIDIA Tesla V100 DGXS 16 GB,GPU,2018-03-27,12.0,250.0,815.0,21100.0,1327.0,TSMC,NVIDIA,31330.0,15670.0,7834.0
3207,AMD Radeon HD 7640G IGP,GPU,2012-05-15,32.0,35.0,246.0,1303.0,496.0,TSMC,AMD,,335.4,
3208,ATI Radeon HD 3450 PCI,GPU,2008-01-23,55.0,25.0,67.0,181.0,600.0,TSMC,ATI,,48.0,
3209,NVIDIA Tesla K20Xm,GPU,2012-11-12,28.0,235.0,561.0,7080.0,732.0,TSMC,NVIDIA,,3935.0,1312.0
3210,NVIDIA Quadro P600,GPU,2017-02-07,14.0,40.0,132.0,3300.0,1329.0,Samsung,NVIDIA,18.68,1196.0,37.37
3211,NVIDIA GeForce 910M,GPU,2015-03-13,28.0,33.0,87.0,1020.0,641.0,TSMC,NVIDIA,,492.3,20.51
3212,AMD Radeon R5 M330,GPU,2015-05-05,28.0,18.0,56.0,690.0,955.0,TSMC,AMD,,659.2,41.2
3213,NVIDIA GeForce 820M,GPU,2015-03-21,28.0,45.0,118.0,1270.0,810.0,TSMC,NVIDIA,,622.1,25.92
3214,NVIDIA Quadro 600,GPU,2010-12-13,40.0,40.0,116.0,585.0,640.0,TSMC,NVIDIA,,245.8,20.48
3215,AMD Xbox Series X GPU,GPU,2020-11-10,7.0,200.0,360.0,15300.0,1825.0,TSMC,AMD,24290.0,12150.0,759.2
3216,Intel UHD Graphics 610,GPU,2018-04-03,14.0,15.0,,,300.0,Intel,Intel,345.6,172.8,43.2
3217,ATI Mobility Radeon HD 5830,GPU,2010-01-07,40.0,24.0,166.0,1040.0,500.0,TSMC,ATI,,800.0,
3218,ATI Mobility Radeon X1800,GPU,2006-03-01,90.0,,288.0,321.0,450.0,TSMC,ATI,,,
3219,NVIDIA GeForce 7300 GS,GPU,2006-01-18,90.0,23.0,81.0,112.0,450.0,TSMC,NVIDIA,,,
3220,ATI Radeon HD 4830,GPU,2008-10-21,55.0,95.0,256.0,956.0,575.0,TSMC,ATI,,736.0,147.2
3221,NVIDIA GeForce RTX 2080 Ti,GPU,2018-09-20,12.0,250.0,754.0,18600.0,1350.0,TSMC,NVIDIA,26900.0,13450.0,420.2
3222,AMD Radeon HD 6850 1440SP Edition,GPU,2012-08-21,40.0,151.0,334.0,2154.0,725.0,TSMC,AMD,,2088.0,417.6
3223,ATI Radeon HD 3610,GPU,2009-09-24,65.0,35.0,153.0,390.0,594.0,TSMC,ATI,,142.6,
3224,AMD Radeon HD 6530D IGP,GPU,2011-06-20,32.0,65.0,227.0,1178.0,444.0,TSMC,AMD,,284.2,
3225,NVIDIA GeForce 7025 + nForce 630a,GPU,2006-02-01,90.0,,81.0,112.0,425.0,Unknown,NVIDIA,,,
3226,NVIDIA GeForce FX 5700 EP,GPU,2004-09-01,130.0,,133.0,82.0,425.0,TSMC,NVIDIA,,,
3227,ATI Radeon X1550 AGP,GPU,2007-01-01,90.0,27.0,100.0,107.0,600.0,TSMC,ATI,,,
3228,AMD FirePro M3900,GPU,2010-10-19,40.0,20.0,67.0,370.0,750.0,TSMC,AMD,,240.0,
3229,AMD Radeon HD 8670D IGP,GPU,2013-03-12,32.0,100.0,246.0,1303.0,844.0,TSMC,AMD,,648.2,
3230,NVIDIA GeForce GTS 450,GPU,2010-09-13,40.0,106.0,238.0,1170.0,783.0,TSMC,NVIDIA,,601.3,50.11
3231,ATI Radeon X1300,GPU,2005-12-01,90.0,,100.0,107.0,450.0,TSMC,ATI,,,
3232,NVIDIA GeForce GTX 870M,GPU,2014-03-12,28.0,100.0,294.0,3540.0,941.0,TSMC,NVIDIA,,2599.0,108.3
3233,NVIDIA GeForce GTX 960A,GPU,2015-03-13,28.0,75.0,148.0,1870.0,1029.0,TSMC,NVIDIA,,1389.0,43.4
3234,NVIDIA Quadro P2200,GPU,2019-06-10,16.0,75.0,200.0,4400.0,1000.0,TSMC,NVIDIA,59.72,3822.0,119.4
3235,NVIDIA GeForce 8500 GT,GPU,2007-04-17,80.0,30.0,127.0,210.0,459.0,TSMC,NVIDIA,,29.38,
3236,NVIDIA GeForce GTX 680M,GPU,2012-06-04,28.0,100.0,294.0,3540.0,719.0,TSMC,NVIDIA,,2037.9999999999998,84.9
3237,NVIDIA GeForce GTX 970,GPU,2014-09-19,28.0,148.0,398.0,5200.0,1050.0,TSMC,NVIDIA,,3920.0,122.5
3238,AMD Radeon RX 5600 XT,GPU,2020-01-21,7.0,150.0,251.0,10300.0,1130.0,TSMC,AMD,14380.0,7188.0,449.3
